ticket_id,created_at,channel,customer_id,language,subject,body,product,priority
T000662,2025-12-09T16:38:00,whatsapp,CU00108,en,Order problem,"I received damaged product, what can I do?",shampoo,high
T000663,2025-11-30T02:24:00,webform,CU00139,en,Complaint,Promo code not working.,perfume,low
T000664,2025-11-07T01:53:00,webform,CU00680,en,Complaint,Promo code not working.,gift_box,high
T000665,2025-11-10T16:01:00,call_center,CU00937,ar,Request,Order delayed and I need update.,shampoo,high
T000666,2025-12-15T00:46:00,whatsapp,CU00702,ar,Order problem,"I received damaged product, what can I do?",gift_box,low
T000667,2025-12-24T18:42:00,email,CU00375,en,Question,How to use this product and is it safe for sensitive skin?,shampoo,normal
T000668,2025-12-08T20:21:00,whatsapp,CU00113,ar,Question,Order delayed and I need update.,perfume,low
T000669,2025-12-21T22:11:00,webform,CU00865,ar,Order problem,Promo code not working.,gift_box,normal
T000670,2025-11-19T14:37:00,email,CU00989,ar,Complaint,Order delayed and I need update.,shampoo,high
T000671,2025-12-19T09:12:00,email,CU00971,en,Request,How to use this product and is it safe for sensitive skin?,lipstick,low
T000672,2025-12-22T23:21:00,call_center,CU00809,ar,Need help,Promo code not working.,lipstick,normal
T000673,2025-12-01T02:38:00,email,CU01167,en,Complaint,I want to refund my last order.,serum,high
T000674,2025-11-28T11:10:00,webform,CU00434,en,Order problem,I want to refund my last order.,perfume,high
T000675,2025-12-06T16:29:00,call_center,CU00109,ar,Request,"I received damaged product, what can I do?",serum,low
T000676,2025-11-07T20:05:00,call_center,CU00091,en,Order problem,Order delayed and I need update.,serum,high
T000677,2025-11-09T12:28:00,call_center,CU00376,ar,Need help,Promo code not working.,lipstick,low
T000678,2025-11-14T14:51:00,call_center,CU00716,en,Question,"I received damaged product, what can I do?",gift_box,high
T000679,2025-11-02T23:02:00,webform,CU00167,en,Question,Order delayed and I need update.,serum,normal
T000680,2025-11-15T23:37:00,call_center,CU00322,en,Order problem,How to use this product and is it safe for sensitive skin?,shampoo,normal
T000681,2025-11-03T23:48:00,whatsapp,CU00200,ar,Request,Promo code not working.,perfume,low
T000682,2025-11-27T21:07:00,call_center,CU00103,en,Request,Order delayed and I need update.,gift_box,high
T000683,2025-11-21T19:24:00,whatsapp,CU00735,ar,Question,Promo code not working.,serum,normal
T000684,2025-11-20T03:00:00,webform,CU00348,ar,Complaint,Order delayed and I need update.,gift_box,low
T000685,2025-12-05T21:59:00,whatsapp,CU00928,ar,Request,How to use this product and is it safe for sensitive skin?,serum,low
T000686,2025-12-09T13:13:00,whatsapp,CU00566,en,Complaint,Promo code not working.,perfume,low
T000687,2025-12-22T00:14:00,call_center,CU00141,en,Request,I want to refund my last order.,perfume,low
T000688,2025-12-17T13:43:00,call_center,CU01070,en,Complaint,How to use this product and is it safe for sensitive skin?,serum,high
T000689,2025-11-27T15:30:00,whatsapp,CU00439,ar,Order problem,Order delayed and I need update.,shampoo,high
T000690,2025-11-13T03:28:00,webform,CU01144,ar,Need help,Promo code not working.,foundation,low
T000691,2025-11-19T20:27:00,whatsapp,CU00720,en,Question,How to use this product and is it safe for sensitive skin?,gift_box,low
T000692,2025-11-02T14:01:00,webform,CU00536,en,Request,Order delayed and I need update.,perfume,normal
T000693,2025-11-14T12:33:00,whatsapp,CU00571,ar,Order problem,I want to refund my last order.,serum,normal
T000694,2025-11-09T03:40:00,email,CU00751,ar,Order problem,I want to refund my last order.,shampoo,normal
T000695,2025-12-12T14:54:00,call_center,CU01155,en,Request,Order delayed and I need update.,foundation,low
T000696,2025-12-26T11:17:00,whatsapp,CU00527,ar,Question,I want to refund my last order.,gift_box,low
T000697,2025-11-20T19:15:00,call_center,CU00690,ar,Order problem,How to use this product and is it safe for sensitive skin?,serum,low
T000698,2025-11-09T22:13:00,webform,CU00089,ar,Order problem,I want to refund my last order.,gift_box,high
T000699,2025-12-04T03:04:00,webform,CU00565,en,Need help,"I received damaged product, what can I do?",foundation,normal
T000700,2025-11-22T08:41:00,whatsapp,CU00830,ar,Need help,I want to refund my last order.,serum,normal
T000701,2025-12-09T11:00:00,call_center,CU00531,en,Complaint,"I received damaged product, what can I do?",gift_box,normal
T000702,2025-11-14T08:04:00,webform,CU00913,en,Order problem,Promo code not working.,shampoo,low
T000703,2025-12-12T21:06:00,call_center,CU00057,ar,Request,How to use this product and is it safe for sensitive skin?,lipstick,normal
T000704,2025-11-21T16:26:00,whatsapp,CU01013,en,Question,Promo code not working.,shampoo,normal
T000705,2025-11-19T14:42:00,email,CU00458,ar,Question,Promo code not working.,shampoo,low
T000706,2025-11-21T17:38:00,webform,CU00711,en,Question,I want to refund my last order.,lipstick,low
T000707,2025-12-19T08:28:00,call_center,CU00327,en,Request,I want to refund my last order.,shampoo,high
T000708,2025-11-21T12:54:00,webform,CU01047,en,Order problem,I want to refund my last order.,gift_box,low
T000709,2025-11-06T05:17:00,whatsapp,CU00216,en,Question,Promo code not working.,lipstick,low
T000710,2025-12-20T18:15:00,call_center,CU00255,en,Order problem,How to use this product and is it safe for sensitive skin?,perfume,low
T000711,2025-12-23T04:43:00,call_center,CU00260,en,Question,How to use this product and is it safe for sensitive skin?,foundation,low
T000712,2025-11-25T22:15:00,call_center,CU01014,ar,Need help,"I received damaged product, what can I do?",perfume,low
T000713,2025-12-12T21:48:00,call_center,CU00947,ar,Need help,Order delayed and I need update.,gift_box,high
T000714,2025-11-29T08:00:00,webform,CU00962,ar,Question,How to use this product and is it safe for sensitive skin?,perfume,high
T000715,2025-11-29T18:23:00,email,CU01032,ar,Need help,I want to refund my last order.,serum,normal
T000716,2025-11-07T03:38:00,webform,CU01156,en,Complaint,"I received damaged product, what can I do?",foundation,high
T000717,2025-12-21T13:45:00,whatsapp,CU00726,en,Request,I want to refund my last order.,serum,low
T000718,2025-12-22T12:10:00,whatsapp,CU01137,ar,Need help,Promo code not working.,lipstick,low
T000719,2025-11-29T17:43:00,call_center,CU00718,en,Need help,Promo code not working.,shampoo,high
T000720,2025-12-18T03:47:00,whatsapp,CU00045,ar,Need help,I want to refund my last order.,perfume,low
T000721,2025-11-30T21:07:00,webform,CU00905,ar,Request,How to use this product and is it safe for sensitive skin?,lipstick,normal
T000722,2025-12-17T07:07:00,email,CU00942,en,Request,Order delayed and I need update.,perfume,normal
T000723,2025-11-25T07:58:00,email,CU00053,ar,Request,I want to refund my last order.,serum,high
T000724,2025-12-22T19:55:00,email,CU00515,ar,Question,How to use this product and is it safe for sensitive skin?,lipstick,high
T000725,2025-12-13T10:17:00,whatsapp,CU00110,en,Request,"I received damaged product, what can I do?",perfume,normal
T000726,2025-12-12T10:22:00,call_center,CU00282,ar,Question,I want to refund my last order.,perfume,high
T000727,2025-12-26T10:45:00,whatsapp,CU00259,ar,Request,"I received damaged product, what can I do?",perfume,normal
T000728,2025-11-18T13:47:00,call_center,CU01183,ar,Need help,How to use this product and is it safe for sensitive skin?,perfume,high
T000729,2025-12-25T02:23:00,webform,CU00002,en,Complaint,How to use this product and is it safe for sensitive skin?,lipstick,normal
T000730,2025-12-03T14:46:00,email,CU01081,ar,Question,How to use this product and is it safe for sensitive skin?,lipstick,normal
T000731,2025-11-12T23:03:00,call_center,CU00225,ar,Request,How to use this product and is it safe for sensitive skin?,foundation,high
T000732,2025-11-11T04:27:00,email,CU00480,en,Order problem,Promo code not working.,shampoo,normal
T000733,2025-12-12T11:10:00,call_center,CU00763,ar,Order problem,How to use this product and is it safe for sensitive skin?,lipstick,normal
T000734,2025-11-14T23:59:00,whatsapp,CU00317,ar,Order problem,Promo code not working.,lipstick,low
T000735,2025-11-08T22:27:00,call_center,CU00515,ar,Request,Order delayed and I need update.,lipstick,low
T000736,2025-12-28T08:40:00,call_center,CU01000,ar,Order problem,Promo code not working.,foundation,normal
T000737,2025-11-10T02:19:00,email,CU00339,ar,Order problem,"I received damaged product, what can I do?",lipstick,low
T000738,2025-11-01T19:06:00,whatsapp,CU00743,en,Complaint,Order delayed and I need update.,perfume,low
T000739,2025-11-04T20:34:00,whatsapp,CU00676,ar,Question,"I received damaged product, what can I do?",serum,normal
T000740,2025-11-09T20:27:00,call_center,CU00143,en,Question,I want to refund my last order.,shampoo,high
T000741,2025-12-19T16:55:00,whatsapp,CU00972,ar,Request,I want to refund my last order.,gift_box,high
T000742,2025-11-16T14:42:00,call_center,CU00573,ar,Complaint,Promo code not working.,perfume,normal
T000743,2025-12-10T20:26:00,webform,CU00424,en,Question,"I received damaged product, what can I do?",lipstick,high
T000744,2025-12-27T06:04:00,webform,CU00490,en,Question,I want to refund my last order.,lipstick,high
T000745,2025-12-06T19:17:00,email,CU00781,en,Order problem,I want to refund my last order.,lipstick,normal
T000746,2025-11-10T06:57:00,email,CU00883,ar,Request,I want to refund my last order.,foundation,low
T000747,2025-11-01T23:32:00,whatsapp,CU00770,en,Order problem,Order delayed and I need update.,shampoo,normal
T000748,2025-12-03T03:26:00,whatsapp,CU00746,ar,Complaint,Order delayed and I need update.,serum,normal
T000749,2025-12-07T11:36:00,call_center,CU00095,en,Question,How to use this product and is it safe for sensitive skin?,perfume,high
T000750,2025-12-22T18:12:00,call_center,CU00985,ar,Question,"I received damaged product, what can I do?",gift_box,low
T000751,2025-11-12T23:33:00,email,CU00708,en,Complaint,I want to refund my last order.,lipstick,low
T000752,2025-12-06T07:30:00,webform,CU00600,ar,Need help,"I received damaged product, what can I do?",gift_box,normal
T000753,2025-11-17T02:23:00,whatsapp,CU01096,en,Order problem,How to use this product and is it safe for sensitive skin?,serum,low
T000754,2025-12-22T15:36:00,whatsapp,CU00495,en,Complaint,Promo code not working.,lipstick,high
T000755,2025-12-20T08:21:00,webform,CU00625,ar,Complaint,How to use this product and is it safe for sensitive skin?,lipstick,low
T000756,2025-11-02T00:58:00,webform,CU00703,ar,Order problem,I want to refund my last order.,lipstick,normal
T000757,2025-12-17T10:51:00,whatsapp,CU00090,ar,Order problem,Promo code not working.,foundation,high
T000758,2025-12-11T06:10:00,webform,CU00201,en,Order problem,Promo code not working.,shampoo,high
T000759,2025-12-24T07:00:00,whatsapp,CU00219,en,Need help,How to use this product and is it safe for sensitive skin?,lipstick,high
T000760,2025-12-15T06:47:00,whatsapp,CU00373,ar,Complaint,I want to refund my last order.,gift_box,normal
T000761,2025-11-10T18:53:00,email,CU00934,en,Complaint,Promo code not working.,gift_box,high
T000762,2025-12-21T20:02:00,webform,CU00003,en,Need help,How to use this product and is it safe for sensitive skin?,lipstick,normal
T000763,2025-12-21T17:24:00,whatsapp,CU00999,ar,Question,How to use this product and is it safe for sensitive skin?,lipstick,normal
T000764,2025-11-07T03:17:00,email,CU00115,en,Request,I want to refund my last order.,lipstick,normal
T000765,2025-12-13T23:11:00,email,CU01065,ar,Need help,How to use this product and is it safe for sensitive skin?,perfume,high
T000766,2025-12-14T11:50:00,whatsapp,CU00134,en,Complaint,How to use this product and is it safe for sensitive skin?,gift_box,high
T000767,2025-11-18T23:15:00,whatsapp,CU00937,ar,Question,How to use this product and is it safe for sensitive skin?,lipstick,high
T000768,2025-12-20T12:37:00,email,CU00501,en,Question,"I received damaged product, what can I do?",shampoo,normal
T000769,2025-12-16T11:47:00,email,CU00285,ar,Question,Order delayed and I need update.,gift_box,low
T000770,2025-12-16T13:59:00,webform,CU00221,en,Request,"I received damaged product, what can I do?",serum,low
T000771,2025-11-08T05:45:00,call_center,CU00969,ar,Request,How to use this product and is it safe for sensitive skin?,foundation,low
T000772,2025-12-08T06:25:00,email,CU01040,ar,Complaint,Order delayed and I need update.,gift_box,high
T000773,2025-11-16T05:19:00,email,CU00595,en,Question,Promo code not working.,gift_box,normal
T000774,2025-11-26T15:10:00,whatsapp,CU00775,en,Question,"I received damaged product, what can I do?",serum,normal
T000775,2025-12-14T20:01:00,webform,CU01007,ar,Order problem,"I received damaged product, what can I do?",perfume,low
T000776,2025-11-26T01:56:00,call_center,CU00196,ar,Need help,"I received damaged product, what can I do?",lipstick,normal
T000777,2025-11-28T10:29:00,call_center,CU00990,en,Need help,I want to refund my last order.,shampoo,low
T000778,2025-12-01T16:22:00,webform,CU00688,en,Question,How to use this product and is it safe for sensitive skin?,foundation,low
T000779,2025-12-19T07:39:00,webform,CU01134,ar,Complaint,Promo code not working.,foundation,low
T000780,2025-11-13T18:01:00,webform,CU00707,ar,Request,Promo code not working.,gift_box,low
T000781,2025-11-05T05:16:00,webform,CU00284,en,Complaint,Promo code not working.,perfume,low
T000782,2025-12-11T12:19:00,webform,CU00032,ar,Question,How to use this product and is it safe for sensitive skin?,foundation,low
T000783,2025-12-04T18:35:00,webform,CU00308,en,Order problem,Order delayed and I need update.,shampoo,normal
T000784,2025-12-12T19:39:00,email,CU00573,en,Order problem,"I received damaged product, what can I do?",serum,high
T000785,2025-11-30T20:22:00,webform,CU00696,en,Question,How to use this product and is it safe for sensitive skin?,lipstick,low
T000786,2025-11-07T19:39:00,email,CU00604,ar,Question,"I received damaged product, what can I do?",serum,normal
T000787,2025-12-06T19:52:00,webform,CU00748,ar,Complaint,How to use this product and is it safe for sensitive skin?,shampoo,low
T000788,2025-11-13T19:07:00,webform,CU00766,en,Request,"I received damaged product, what can I do?",serum,low
T000789,2025-12-27T05:37:00,whatsapp,CU00082,ar,Complaint,How to use this product and is it safe for sensitive skin?,lipstick,low
T000790,2025-12-13T04:32:00,call_center,CU00709,ar,Request,Order delayed and I need update.,perfume,high
T000791,2025-11-30T11:29:00,call_center,CU00229,ar,Need help,Promo code not working.,foundation,high
T000792,2025-11-15T01:47:00,whatsapp,CU00131,en,Need help,"I received damaged product, what can I do?",shampoo,high
T000793,2025-11-18T10:39:00,email,CU00410,en,Need help,How to use this product and is it safe for sensitive skin?,serum,normal
T000794,2025-12-09T04:33:00,whatsapp,CU00190,en,Order problem,Order delayed and I need update.,foundation,normal
T000795,2025-11-10T19:56:00,whatsapp,CU00674,ar,Order problem,Order delayed and I need update.,lipstick,high
T000796,2025-11-15T11:36:00,call_center,CU00763,en,Question,Promo code not working.,serum,normal
T000797,2025-12-05T06:49:00,email,CU01128,ar,Need help,How to use this product and is it safe for sensitive skin?,shampoo,normal
T000798,2025-11-27T00:21:00,email,CU00350,ar,Request,"I received damaged product, what can I do?",lipstick,high
T000799,2025-11-12T01:02:00,email,CU00514,ar,Order problem,I want to refund my last order.,gift_box,normal
T000800,2025-11-16T21:52:00,whatsapp,CU00764,en,Request,Order delayed and I need update.,shampoo,normal
T000801,2025-12-06T08:15:00,call_center,CU00489,en,Order problem,Order delayed and I need update.,serum,high
T000802,2025-11-15T16:24:00,webform,CU00385,en,Order problem,Promo code not working.,serum,normal
T000803,2025-11-06T18:51:00,call_center,CU01151,en,Need help,How to use this product and is it safe for sensitive skin?,lipstick,normal
T000804,2025-12-04T12:56:00,webform,CU00071,en,Need help,I want to refund my last order.,shampoo,normal
T000805,2025-11-13T03:23:00,email,CU00439,en,Order problem,I want to refund my last order.,gift_box,low
T000806,2025-12-23T18:53:00,email,CU00505,ar,Question,I want to refund my last order.,perfume,high
T000807,2025-11-18T22:35:00,whatsapp,CU00738,ar,Order problem,How to use this product and is it safe for sensitive skin?,lipstick,normal
T000808,2025-11-24T03:44:00,call_center,CU00411,ar,Question,"I received damaged product, what can I do?",foundation,high
T000809,2025-11-03T16:05:00,whatsapp,CU00554,ar,Question,Order delayed and I need update.,serum,low
T000810,2025-11-13T20:20:00,email,CU00024,ar,Need help,How to use this product and is it safe for sensitive skin?,lipstick,normal
T000811,2025-11-14T00:50:00,email,CU00886,ar,Question,I want to refund my last order.,perfume,high
T000812,2025-11-02T05:34:00,webform,CU00455,ar,Request,Order delayed and I need update.,serum,low
T000813,2025-12-17T06:28:00,email,CU00488,en,Request,Order delayed and I need update.,shampoo,low
T000814,2025-11-17T01:47:00,email,CU00010,ar,Need help,I want to refund my last order.,foundation,normal
T000815,2025-11-07T07:56:00,email,CU01163,ar,Request,I want to refund my last order.,lipstick,normal
T000816,2025-12-27T18:49:00,whatsapp,CU00496,en,Order problem,Order delayed and I need update.,serum,high
T000817,2025-11-13T12:10:00,call_center,CU00964,ar,Request,Promo code not working.,perfume,low
T000818,2025-11-05T21:39:00,whatsapp,CU00500,ar,Need help,Order delayed and I need update.,serum,low
T000819,2025-12-07T05:12:00,whatsapp,CU00194,en,Order problem,"I received damaged product, what can I do?",lipstick,high
T000820,2025-12-08T01:49:00,webform,CU01142,ar,Order problem,"I received damaged product, what can I do?",serum,normal
T000821,2025-12-11T18:51:00,whatsapp,CU00369,en,Question,Promo code not working.,lipstick,high
T000822,2025-11-13T02:39:00,email,CU00168,en,Need help,How to use this product and is it safe for sensitive skin?,perfume,low
T000823,2025-11-28T09:20:00,email,CU01098,en,Complaint,Order delayed and I need update.,lipstick,high
T000824,2025-11-06T23:40:00,webform,CU00414,ar,Complaint,"I received damaged product, what can I do?",foundation,high
T000825,2025-12-07T05:43:00,email,CU01040,en,Complaint,Order delayed and I need update.,lipstick,normal
T000826,2025-11-26T13:30:00,email,CU00413,ar,Need help,Promo code not working.,gift_box,low
T000827,2025-11-28T07:41:00,email,CU00248,en,Need help,I want to refund my last order.,perfume,low
T000828,2025-11-11T21:48:00,webform,CU00402,en,Request,Promo code not working.,foundation,high
T000829,2025-12-30T11:36:00,call_center,CU00379,en,Request,Promo code not working.,lipstick,normal
T000830,2025-11-28T10:30:00,email,CU00242,ar,Need help,Promo code not working.,serum,normal
T000831,2025-12-18T03:25:00,webform,CU01098,ar,Need help,"I received damaged product, what can I do?",shampoo,normal
T000832,2025-12-01T10:52:00,email,CU00268,en,Order problem,Promo code not working.,gift_box,high
T000833,2025-12-16T20:37:00,webform,CU00812,en,Request,I want to refund my last order.,lipstick,low
T000834,2025-12-16T17:41:00,webform,CU00547,en,Request,I want to refund my last order.,gift_box,low
T000835,2025-12-06T16:47:00,whatsapp,CU00149,en,Request,I want to refund my last order.,foundation,low
T000836,2025-11-04T21:47:00,email,CU00214,en,Order problem,How to use this product and is it safe for sensitive skin?,gift_box,normal
T000837,2025-12-27T07:52:00,email,CU00650,en,Complaint,Promo code not working.,lipstick,low
T000838,2025-11-08T06:26:00,call_center,CU01046,ar,Request,I want to refund my last order.,gift_box,normal
T000839,2025-11-10T05:04:00,email,CU00454,ar,Complaint,How to use this product and is it safe for sensitive skin?,gift_box,normal
T000840,2025-12-17T16:18:00,whatsapp,CU00827,ar,Question,Promo code not working.,serum,high
T000841,2025-11-07T07:53:00,email,CU00483,en,Order problem,Promo code not working.,shampoo,high
T000842,2025-12-21T19:30:00,whatsapp,CU00110,ar,Question,Order delayed and I need update.,lipstick,low
T000843,2025-11-02T10:47:00,webform,CU00666,en,Complaint,Promo code not working.,serum,high
T000844,2025-12-21T09:02:00,email,CU00253,ar,Order problem,Order delayed and I need update.,perfume,normal
T000845,2025-12-13T09:31:00,webform,CU00714,ar,Request,"I received damaged product, what can I do?",foundation,normal
T000846,2025-12-03T09:20:00,webform,CU00745,en,Complaint,"I received damaged product, what can I do?",foundation,high
T000847,2025-12-01T08:22:00,whatsapp,CU00173,ar,Need help,How to use this product and is it safe for sensitive skin?,perfume,high
T000848,2025-11-11T08:09:00,webform,CU00749,ar,Complaint,Order delayed and I need update.,shampoo,high
T000849,2025-12-17T04:30:00,webform,CU00955,ar,Complaint,"I received damaged product, what can I do?",gift_box,high
T000850,2025-12-20T21:34:00,email,CU00266,en,Complaint,"I received damaged product, what can I do?",gift_box,high
T000851,2025-11-21T04:48:00,webform,CU00528,en,Complaint,"I received damaged product, what can I do?",shampoo,low
T000852,2025-12-14T00:08:00,webform,CU00933,en,Request,Promo code not working.,foundation,normal
T000853,2025-12-12T00:01:00,email,CU00902,ar,Question,Order delayed and I need update.,perfume,high
T000854,2025-12-09T10:27:00,email,CU00768,en,Question,"I received damaged product, what can I do?",foundation,high
T000855,2025-11-23T23:19:00,webform,CU00883,en,Order problem,Order delayed and I need update.,foundation,low
T000856,2025-11-09T19:23:00,call_center,CU00856,en,Request,I want to refund my last order.,shampoo,high
T000857,2025-11-11T07:20:00,call_center,CU00554,en,Request,I want to refund my last order.,lipstick,normal
T000858,2025-11-28T15:08:00,email,CU00338,en,Complaint,Promo code not working.,foundation,low
T000859,2025-11-20T20:47:00,whatsapp,CU00367,ar,Question,I want to refund my last order.,foundation,high
T000860,2025-11-26T13:00:00,email,CU00791,en,Question,How to use this product and is it safe for sensitive skin?,serum,high
T000861,2025-12-11T16:24:00,call_center,CU00825,en,Request,Order delayed and I need update.,perfume,normal
T000862,2025-11-23T13:19:00,call_center,CU00690,ar,Need help,"I received damaged product, what can I do?",perfume,normal
T000863,2025-12-24T01:46:00,call_center,CU00630,ar,Request,How to use this product and is it safe for sensitive skin?,gift_box,high
T000864,2025-12-06T14:13:00,whatsapp,CU00380,ar,Complaint,How to use this product and is it safe for sensitive skin?,gift_box,low
T000865,2025-11-08T04:06:00,email,CU00155,ar,Complaint,I want to refund my last order.,shampoo,high
T000866,2025-11-09T06:16:00,email,CU00423,en,Complaint,Order delayed and I need update.,perfume,normal
T000867,2025-11-03T02:35:00,webform,CU00183,ar,Need help,"I received damaged product, what can I do?",foundation,high
T000868,2025-12-08T13:32:00,email,CU00430,ar,Order problem,How to use this product and is it safe for sensitive skin?,foundation,low
T000869,2025-11-19T16:36:00,call_center,CU00571,en,Need help,Promo code not working.,perfume,low
T000870,2025-11-22T09:45:00,call_center,CU01069,en,Complaint,"I received damaged product, what can I do?",shampoo,high
T000871,2025-12-15T06:03:00,email,CU00627,ar,Question,I want to refund my last order.,foundation,high
T000872,2025-12-26T19:43:00,email,CU01048,ar,Request,Order delayed and I need update.,perfume,normal
T000873,2025-12-22T20:32:00,email,CU00039,en,Complaint,Promo code not working.,serum,normal
T000874,2025-12-11T10:59:00,email,CU00900,en,Question,"I received damaged product, what can I do?",serum,high
T000875,2025-11-29T01:46:00,email,CU00133,ar,Need help,"I received damaged product, what can I do?",gift_box,normal
T000876,2025-11-06T08:43:00,email,CU00751,en,Need help,How to use this product and is it safe for sensitive skin?,lipstick,low
T000877,2025-11-08T01:19:00,email,CU01131,ar,Question,"I received damaged product, what can I do?",foundation,normal
T000878,2025-11-29T13:24:00,email,CU00821,ar,Complaint,Order delayed and I need update.,perfume,normal
T000879,2025-11-03T04:51:00,email,CU00136,en,Need help,Order delayed and I need update.,lipstick,normal
T000880,2025-12-10T16:27:00,whatsapp,CU00241,en,Need help,"I received damaged product, what can I do?",shampoo,normal
T000881,2025-12-17T02:08:00,webform,CU00955,ar,Question,How to use this product and is it safe for sensitive skin?,serum,high
T000882,2025-12-28T06:01:00,webform,CU01097,ar,Order problem,Promo code not working.,shampoo,normal
T000883,2025-12-14T21:52:00,whatsapp,CU00485,en,Order problem,Promo code not working.,gift_box,low
T000884,2025-11-03T00:49:00,webform,CU00679,en,Request,How to use this product and is it safe for sensitive skin?,serum,high
T000885,2025-11-21T08:24:00,email,CU00586,ar,Complaint,I want to refund my last order.,foundation,normal
T000886,2025-12-29T07:26:00,whatsapp,CU00344,en,Need help,Order delayed and I need update.,shampoo,low
T000887,2025-12-08T17:56:00,call_center,CU00442,en,Need help,I want to refund my last order.,shampoo,low
T000888,2025-12-13T03:39:00,call_center,CU00600,ar,Question,How to use this product and is it safe for sensitive skin?,serum,normal
T000889,2025-12-23T07:28:00,whatsapp,CU00809,en,Need help,I want to refund my last order.,gift_box,normal
T000890,2025-12-17T18:14:00,webform,CU00736,en,Request,How to use this product and is it safe for sensitive skin?,shampoo,high
T000891,2025-12-24T20:28:00,email,CU00743,en,Question,Promo code not working.,shampoo,normal
T000892,2025-12-02T09:21:00,webform,CU00554,en,Order problem,Promo code not working.,serum,high
T000893,2025-12-01T05:13:00,webform,CU01167,ar,Complaint,I want to refund my last order.,serum,low
T000894,2025-11-29T14:51:00,webform,CU01015,ar,Request,I want to refund my last order.,gift_box,low
T000895,2025-12-12T20:26:00,webform,CU00423,en,Need help,Order delayed and I need update.,shampoo,low
T000896,2025-11-12T22:20:00,webform,CU00962,ar,Complaint,Promo code not working.,lipstick,high
T000897,2025-11-12T02:53:00,email,CU00723,ar,Question,Order delayed and I need update.,shampoo,low
T000898,2025-12-24T05:00:00,whatsapp,CU00719,en,Request,I want to refund my last order.,foundation,low
T000899,2025-11-26T01:47:00,call_center,CU00389,ar,Order problem,How to use this product and is it safe for sensitive skin?,foundation,low
T000900,2025-11-13T02:30:00,call_center,CU00424,en,Order problem,Promo code not working.,lipstick,low
T000901,2025-12-20T10:55:00,whatsapp,CU00149,ar,Question,How to use this product and is it safe for sensitive skin?,foundation,normal
T000902,2025-11-28T13:15:00,whatsapp,CU00583,ar,Question,Order delayed and I need update.,gift_box,normal
T000903,2025-12-21T01:40:00,email,CU00778,en,Need help,Order delayed and I need update.,shampoo,normal
T000904,2025-12-17T19:07:00,whatsapp,CU00111,ar,Need help,"I received damaged product, what can I do?",serum,normal
T000905,2025-12-09T07:46:00,whatsapp,CU00360,ar,Question,Promo code not working.,gift_box,low
T000906,2025-11-15T07:52:00,webform,CU00472,en,Complaint,Promo code not working.,gift_box,high
T000907,2025-11-02T07:00:00,webform,CU00287,en,Question,Order delayed and I need update.,foundation,low
T000908,2025-11-30T15:39:00,call_center,CU00562,en,Question,How to use this product and is it safe for sensitive skin?,foundation,low
T000909,2025-11-08T13:00:00,email,CU00254,ar,Order problem,Promo code not working.,gift_box,normal
T000910,2025-12-24T00:00:00,whatsapp,CU00213,en,Complaint,Order delayed and I need update.,perfume,normal
T000911,2025-11-29T07:24:00,email,CU00007,en,Order problem,"I received damaged product, what can I do?",lipstick,high
T000912,2025-12-17T02:57:00,whatsapp,CU00517,ar,Complaint,I want to refund my last order.,foundation,normal
T000913,2025-11-18T02:12:00,webform,CU00507,ar,Question,Promo code not working.,shampoo,low
T000914,2025-11-06T13:43:00,whatsapp,CU01085,en,Request,I want to refund my last order.,foundation,normal
T000915,2025-11-02T03:32:00,webform,CU00559,en,Order problem,How to use this product and is it safe for sensitive skin?,shampoo,high
T000916,2025-12-08T21:56:00,webform,CU00462,en,Question,"I received damaged product, what can I do?",lipstick,high
T000917,2025-12-26T23:31:00,email,CU00463,en,Need help,Promo code not working.,foundation,normal
T000918,2025-11-29T15:19:00,whatsapp,CU00640,en,Complaint,I want to refund my last order.,lipstick,normal
T000919,2025-12-02T22:58:00,email,CU00431,ar,Request,I want to refund my last order.,gift_box,normal
T000920,2025-11-10T08:55:00,whatsapp,CU00714,en,Question,Order delayed and I need update.,gift_box,high
T000921,2025-11-11T05:37:00,webform,CU00651,en,Order problem,I want to refund my last order.,gift_box,low
T000922,2025-11-29T02:57:00,webform,CU00625,ar,Complaint,How to use this product and is it safe for sensitive skin?,serum,low
T000923,2025-11-25T17:22:00,call_center,CU00248,ar,Need help,I want to refund my last order.,gift_box,high
T000924,2025-11-04T06:57:00,webform,CU01142,ar,Need help,How to use this product and is it safe for sensitive skin?,serum,low
T000925,2025-11-27T13:01:00,call_center,CU00623,ar,Need help,How to use this product and is it safe for sensitive skin?,shampoo,normal
T000926,2025-11-25T05:49:00,whatsapp,CU01041,ar,Request,Order delayed and I need update.,foundation,low
T000927,2025-11-02T03:03:00,email,CU01072,ar,Need help,"I received damaged product, what can I do?",gift_box,high
T000928,2025-12-21T01:48:00,call_center,CU00709,en,Question,How to use this product and is it safe for sensitive skin?,perfume,low
T000929,2025-12-13T02:29:00,call_center,CU00117,en,Order problem,I want to refund my last order.,perfume,low
T000930,2025-11-08T12:09:00,email,CU00927,ar,Need help,I want to refund my last order.,lipstick,high
T000931,2025-12-20T19:49:00,call_center,CU00907,en,Need help,How to use this product and is it safe for sensitive skin?,gift_box,low
T000932,2025-12-30T05:49:00,webform,CU00970,ar,Question,I want to refund my last order.,gift_box,low
T000933,2025-11-12T23:26:00,email,CU00381,ar,Need help,Promo code not working.,foundation,low
